word	tag	freq_a1	freq_a2	freq_b1	freq_b2	freq_c1	freq_c2	freq_total	
keumé	N	0.0	0.0	0.2076	0.0	0.0	0.0	0.0191	
kg	N	16.7102	1.8527	7.4658	0.0	21.7081	0.0	9.884	
khouriyyé	N	0.0	0.0	0.4732	0.0	0.0	0.0	0.0698	
kidnapper	V	0.0	0.0	0.4152	0.0	0.0	0.0	0.0382	
kif	N	0.0	0.0	0.2076	0.0	0.0	0.0	0.0191	
kiffe	V	0.0	0.4879	0.0	0.0	0.0	0.0	0.0246	
kilo	N	40.3577	29.8954	10.2113	0.0	1.6042	0.0	19.8047	
kilogramme	N	0.0	0.0	0.3618	0.0	0.0	0.0	0.0333	
kilomètre	N	88.1746	86.8321	52.5952	30.8445	41.5144	0.0	69.2107	
kilowattheure	N	0.0	0.0	0.0	0.0	0.0	12.9876	0.0316	
kiné	V	0.0	0.0	0.0	0.7062	0.0	0.0	0.0161	
kinésithérapeute	N	0.0	0.0	1.809	0.0	0.0	0.0	0.1665	
kiosque	N	0.5693	0.7581	0.9618	0.0	0.0	0.0	1.8975	
kiosquier	N	0.0	1.0107	0.0	0.0	0.0	0.0	0.051	
kit	N	0.0	0.0	0.0	0.0	18.6069	0.0	0.3276	
kite	N	0.5304	0.0	0.0	0.0	0.0	0.0	0.0102	
kite - surf	N	0.5304	0.0	0.0	0.0	0.0	0.0	0.0102	
kitsch	N	0.0	0.0	0.0	10.597	0.0	0.0	0.242	
kitsch	A	0.0	0.0	0.2041	0.0	0.0	0.0	0.0188	
kiwi	N	1.3242	0.0	0.0	0.0	0.0	0.0	0.0255	
klaxon	N	0.0	0.0	0.0	1.5139	0.0	0.0	0.0346	
klaxonner	V	0.0	0.5054	0.0	0.0	0.0	0.0	0.0255	
koi	X	0.0	0.0	0.0	3.0277	0.0	0.0	0.0691	
koulis	N	0.0	0.0	0.0	0.0	0.0	9.6228	0.0234	
krach	N	0.0	0.0	0.0906	0.0	0.0	0.0	0.0083	
kraft	A	0.0	0.0	0.2916	0.0	0.0	0.0	0.0268	
kraft	X	0.0	0.0	0.5833	0.0	0.0	0.0	0.0537	
kreteks	N	0.0	0.0	0.0	4.5416	0.0	0.0	0.1037	
kréyol	N	0.6621	0.0	0.0	0.0	0.0	0.0	0.0128	
kurde	A	0.0	0.0	0.0	0.0	2.0505	0.0	0.0361	
kussu	X	0.0	0.0	0.0	0.0	0.0	19.2455	0.0468	
kw	N	0.0	0.0	0.0	0.0	0.0	6.4938	0.0158	
kwa	X	0.0	0.0	0.5833	0.0	0.0	0.0	0.0537	
kwaka	X	0.0	0.0	0.5833	0.0	0.0	0.0	0.0537	
kwh	N	0.0	0.0	0.0	0.0	0.0	19.4814	0.0474	
kyrielle	N	0.0	0.0	0.0	0.0	9.3035	0.0	0.1638	
l	N	0.2652	0.0	3.9128	1.1509	19.6134	9.6228	4.8769	
l' envie de	PREP	0.0	0.2527	0.0	0.0	0.0	0.0	0.0128	
l1	N	0.0	0.0	2.3331	0.0	0.0	0.0	0.2148	
la	N	1.7682	0.0	0.3401	0.0	0.0	0.0	0.319	
la la la la	V	1.1385	0.0	0.0	0.0	0.0	0.0	0.0219	
la veille	ADV	0.0	0.0	0.2719	1.3414	0.0	0.0	0.6773	
la veille de	PREP	0.0	1.1107	0.0	0.0	0.0	0.0	0.0561	
labdanum	N	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
label	N	0.5304	0.0	3.8909	0.0	36.9088	0.0	6.2102	
labelliser	V	0.0	0.0	0.0	0.0	4.101	0.0	0.0722	
labo	N	0.6621	0.0	0.0	0.0	6.1515	0.0	0.7026	
laboratoire	N	22.4543	0.0	0.0	63.3451	248.741	9.6228	33.0424	
laboratoirel	N	0.0	0.0	0.0	0.6707	0.0	0.0	0.0153	
laboureur	N	0.0	0.0	0.0	0.0	0.0	9.6228	0.0234	
labyrinthe	N	1.5075	0.0	0.0	0.0	0.0	0.0	0.029	
lac	N	0.7967	13.589	94.2305	0.0	67.7967	0.0	43.3416	
lacrymal	A	0.0	0.0	1.2455	0.0	0.0	0.0	0.1147	
lacs	N	0.0	3.253	9.5311	0.0	15.6669	0.0	5.3152	
lacérer	V	0.0	0.0	0.1637	0.0	0.0	0.0	0.0151	
lago	X	0.4421	0.0	0.0	0.0	0.0	0.0	0.0085	
laguiole	N	0.0	0.0	0.0	0.0	11.2294	0.0	0.2328	
laid	A	0.8215	24.7488	6.7052	5.3137	0.0	0.0	10.6618	
laideur	N	0.0	0.0	2.2306	0.0	0.0	0.0	0.3914	
laine	N	0.5025	6.5329	0.8162	0.0	0.0	0.0	3.0495	
laisse	N	0.0	5.8603	16.2056	6.3945	0.0	0.0	8.3328	
laisser	V	407.3421	723.9496	485.6522	827.1463	355.9584	243.6257	566.4744	
laissez - passer	N	0.0	0.0	0.0	1.0571	0.0	0.0	0.0241	
laissez partir	PREP	0.0	0.0	0.1507	0.0	0.0	0.0	0.0139	
laissé	N	0.0	0.0	0.2041	0.0	0.0	0.0	0.0188	
lait	N	48.2829	9.8856	15.324	13.9298	9.8067	0.0	21.3369	
laitier	A	12.8485	0.0	0.0	0.0	0.0	0.0	1.1107	
laitier	N	0.0	0.1103	0.0	0.0	0.0	0.0	0.0056	
lame	N	0.0	2.2127	0.7097	1.7898	6.4168	0.0	3.9113	
lamelle	N	0.0	1.1107	0.0	0.0	0.0	0.0	0.0561	
lamentation	N	0.3983	0.0	0.4809	0.0	0.0	0.0	0.4843	
lamenter	V	1.5934	0.0	0.0	0.0	0.0	0.0	0.0307	
laminer	V	0.0	0.0	0.5833	0.0	3.2084	0.0	0.6974	
lampe	N	36.4088	62.862	6.7302	13.2399	36.5308	0.0	34.6388	
lance	N	1.9917	59.2005	13.363	0.0	38.4493	0.0	22.1048	
lancement	N	0.0	0.2612	1.4472	0.0	6.2023	0.0	1.6408	
lancer	V	10.6245	69.2141	229.6149	130.2456	181.2382	194.412	136.4343	
lancer	N	0.0	0.0	0.0	0.0	4.8126	0.0	0.0998	
lancinant	A	0.0	0.0	0.0	3.0277	4.8126	0.0	0.8681	
landais	A	0.0	0.0	0.1155	0.0	0.0	0.0	0.0106	
landau	N	0.0	0.4879	0.0	1.5139	0.0	0.0	0.3299	
lande	N	0.0	0.0	0.3625	0.0	0.0	0.0	0.0334	
langage	N	0.0	17.9728	27.5157	15.1386	68.4334	125.9778	34.1386	
langagier	A	0.0	0.0	0.6228	0.0	0.0	28.8683	1.0029	
langouste	N	0.8137	0.0	0.0	0.0	0.0	0.0	0.0157	
langue	N	208.1892	158.3737	220.0522	516.5335	56.5761	2866.0094	372.6959	
languedocien	A	0.0	0.0	1.8786	0.0	0.0	0.0	0.3556	
languir	V	0.0	0.0	0.7097	4.1293	0.0	0.0	1.1391	
lansquenet	N	0.0	0.0	0.2041	0.0	0.0	0.0	0.0188	
lanterne	N	0.0	0.0	7.831	0.0	3.1012	0.0	1.8344	
lapetition	N	0.0	0.0	0.2405	0.0	0.0	0.0	0.0221	
lapidaire gallo - romain	A	0.0	0.2114	0.0	0.0	0.0	0.0	0.0107	
lapin	N	8.1176	25.9436	33.9348	7.4055	0.0	0.0	25.2026	
lapin9	N	0.0	0.0	0.2295	0.0	0.0	0.0	0.0211	
laposte	N	0.0	0.0	1.0854	0.0	0.0	0.0	0.0999	
laptop	X	0.0	0.0	0.0	1.5139	0.0	0.0	0.0346	
laquais	N	0.5025	0.0	0.8162	0.0	0.0	0.0	0.758	
laquer	V	0.0	0.0	0.0	0.0	6.2023	0.0	0.1092	
laqué	N	0.0	0.0	0.0	0.0	9.3035	0.0	0.1638	
lard	N	0.0	0.4228	0.6884	0.0	0.0	0.0	0.8131	
lardon	N	0.0	0.2114	0.0	0.0	0.0	0.0	0.0107	
large	N	0.5081	1.0395	2.0028	0.0	6.2023	0.0	2.5673	
large	A	30.3198	9.5817	134.694	35.5013	89.7746	66.4113	67.8918	
largement	ADV	1.7078	8.3737	35.4921	27.9493	77.3176	81.2491	33.2153	
largeur	N	0.0	0.0	0.0	4.5416	9.6252	0.0	1.4892	
larme	N	9.7561	92.5267	80.7404	0.6707	3.1012	9.6228	48.932	
larousse	N	0.0	0.0	0.3618	0.0	0.0	0.0	0.0333	
larvaire	A	0.0	0.0	0.0	0.0	6.2023	0.0	0.1092	
las	A	0.0	0.0	2.5602	0.0	0.0	0.0	0.4791	
laser	N	0.0	0.7405	0.2076	0.0	0.0	0.0	0.4603	
lasser	V	0.0	0.3469	0.4621	0.0	0.0	0.0	0.4777	
lassitude	N	0.0	0.0	0.0	0.0	6.2023	0.0	0.1092	
lat	N	0.0	0.0	0.3618	0.0	0.0	0.0	0.0333	
latex	N	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
latin	A	17.8163	9.7454	6.4675	0.7062	32.7469	38.491	16.417	
latin	N	0.7967	0.0	18.8259	3.0277	15.7275	113.8624	12.538	
latitude	N	0.0	0.3702	0.6802	0.0	0.0	0.0	0.5168	
laurent	N	0.9991	0.0	0.0	0.0	0.0	0.0	0.0192	
laurentienne	A	0.0	0.4228	0.0	0.0	0.0	0.0	0.0213	
laurer	V	0.0	0.0	0.2366	3.0277	24.6958	0.0	2.4925	
lauréat	N	0.0	0.0	0.0	0.0	1.6042	0.0	0.0333	
lavabo	N	0.5304	17.2178	0.0	0.0	1.6042	0.0	4.6141	
lavage	N	0.0	0.6351	0.0	0.0	1.6042	0.0	0.3365	
lavande	N	0.4014	0.0	0.0	0.0	3.1012	0.0	0.2196	
lavandière	N	0.0	0.2114	0.0	0.5285	1.6042	0.0	0.6976	
lavandé	A	0.0	0.0	0.0	0.0	0.0	4.1173	0.0665	
lavandées	A	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
lave - linge	N	0.5025	1.1107	0.0	0.0	0.0	0.0	0.6367	
lave - main	N	0.0	0.331	0.0	0.0	0.0	0.0	0.0167	
lave - vaisselle	N	0.5025	0.0	0.0	0.0	0.0	0.0	0.0097	
laver	N	0.0	1.1107	0.0	0.0	0.0	0.0	0.0561	
laver	V	54.4452	162.3006	19.0617	62.4847	0.0	0.0	63.6611	
laveur	A	0.0	0.2117	0.0	0.0	0.0	0.0	0.0107	
laïc	A	0.0	0.0	1.8838	0.0	0.0	0.0	0.3578	
laïcisation	N	0.0	0.0	0.0	0.7062	0.0	0.0	0.0161	
laïcité	N	0.0	0.0	0.0	0.0	2.0505	0.0	0.0361	
laïole	N	0.0	0.0	0.0	0.0	3.2084	0.0	0.0665	
laïque	N	0.0	0.0	0.0	1.1509	0.0	0.0	0.0698	
le	PRO	3103.536	5631.2998	5307.0154	5985.7655	3443.1272	2108.2127	4775.7504	
le	DET	81163.2834	76658.2211	88977.5742	87291.8019	96133.9927	106574.3123	86692.9124	
le	PREP	0.4996	0.0	0.0818	0.0	0.0	0.0	0.3122	
le jour de	PREP	1.1453	19.3758	1.8779	0.0	9.3035	0.0	7.6975	
le long de	PREP	0.0	0.2831	2.4691	5.6486	0.0	0.0	2.2013	
le mille	DET	0.0	0.0	4.681	0.0	0.0	0.0	0.8224	
le moins	ADV	0.0	0.0	0.2916	0.7062	12.4046	9.6228	2.244	
le on	PRO	0.0	0.4234	11.3238	7.2463	15.7275	48.0277	9.5612	
le plupart	PRO	0.0	0.3469	1.0854	0.7062	0.0	0.0	1.2691	
le plus	ADV	63.7688	57.5912	12.7831	71.1859	77.0183	97.486	54.7528	
le plus de plaisir	ADV	0.0	0.0	0.2076	0.0	0.0	0.0	0.0191	
le plus souvent	ADV	0.0	0.0	20.5526	0.0	46.9594	67.5905	12.1958	
le plus sûr	ADV	0.0	0.0	0.0908	0.0	0.0	0.0	0.0084	
le temps de	PREP	7.1217	0.7835	3.7364	16.2802	0.0	0.0	6.3251	
le temps du	PREP	0.0	0.0	0.0	0.0	27.7392	0.0	0.9498	
leader	N	0.0	2.803	0.0	0.0	1.6042	0.0	0.7706	
lecteur	N	0.5025	12.0898	88.5797	97.6702	95.1148	9.6228	59.0165	
lectorat	N	0.0	0.0	14.7483	0.0	0.0	76.982	6.0168	
lecture	N	52.3868	18.055	52.7762	234.7787	111.8313	0.0	89.3041	
legendaire	N	0.0	0.0	0.3401	0.0	0.0	0.0	0.0313	
leger	V	0.0	0.0	0.6802	0.0	0.0	0.0	0.0626	
leitmotiv	N	0.0	0.0	0.7236	0.0	0.0	0.0	0.0666	
lendemain	N	191.3031	186.7022	180.5486	102.8755	15.6669	43.6102	150.0372	
lent	A	1.9862	11.6485	31.6178	3.0277	9.3035	6.4938	17.5538	
lente	N	0.0	0.0	0.6228	0.0	0.0	0.0	0.0573	
lentement	ADV	23.8079	99.6265	20.3196	45.6987	57.5782	6.4938	52.897	
lenteur	N	0.0	4.8012	0.2076	0.0	67.7967	0.0	6.61	
lentille	N	0.0	5.2404	0.0	0.0	0.0	0.0	0.7285	
lequel	DET	0.0	0.0	16.297	9.0831	12.4046	0.0	8.9795	
lequel	PRO	17.4836	40.182	259.1339	338.4924	394.6135	304.0605	196.0834	
ler	X	0.0	0.0	0.1155	0.0	0.0	0.0	0.0106	
ler	V	0.0	0.0	0.2041	0.0	0.0	0.0	0.0188	
lertes	N	0.0	0.0	0.2076	0.0	0.0	0.0	0.0191	
lessive	N	0.0	12.2502	0.1815	1.1509	0.0	0.0	4.0836	
lest	N	0.0	0.0	0.0	0.0	4.8126	0.0	0.0998	
lettre	N	130.0472	133.812	245.2551	335.9532	44.3541	39.7676	183.4315	
lettrer	V	0.0	0.0	0.0	0.6707	0.0	2.0587	0.312	
lettres	N	3.729	0.4879	1.9454	4.7707	3.2084	0.0	4.2059	
leucémie	N	0.0	0.0	0.0	0.0	0.0	12.9876	0.0316	
leur	DET	1328.1401	1703.2144	2427.8052	2032.8836	3843.3915	3435.3093	2298.7616	
leur	PRO	177.3631	360.7758	383.1641	228.8107	230.8551	134.7185	310.0108	
leurre	N	0.0	0.0	0.0	0.0	0.0	10.2933	0.1663	
leurs	PRO	0.0	0.0	0.2916	0.0	0.0	0.0	0.0268	
levant	N	0.0	0.0	0.6228	0.0	0.0	0.0	0.0573	
lever	V	260.7514	411.9406	218.7206	237.7994	106.2268	9.6228	271.1979	
lever	N	0.0	0.0	0.0	0.5755	0.0	0.0	0.0349	
levis que	CONJS	0.0	0.3228	0.0	0.0	0.0	0.0	0.0163	
lexicographe	N	0.0	0.0	0.0	0.0	0.0	57.7365	0.1404	
lexique	N	0.0	0.0	0.6228	0.0	0.0	0.0	0.0573	
leçon	N	11.5399	0.4071	19.3503	20.9348	15.5058	19.4814	18.5345	
lfaure	N	0.8841	0.0	0.0	0.0	0.0	0.0	0.017	
liaison	N	0.0	0.6418	18.7814	0.0	34.1127	0.0	9.4698	
liane	N	0.0	0.4879	0.0	0.0	0.0	0.0	0.0246	
libertin	N	0.0	0.0	0.6122	0.0	0.0	0.0	0.0564	
liberty	A	0.0	0.0	0.0	2.4776	0.0	0.0	0.0566	
liberté	N	56.8836	112.3372	240.0765	65.9588	238.0924	151.6222	159.9888	
libertés	N	0.0	0.0	7.92	0.5285	16.8923	0.0	4.295	
libraire	N	1.6274	0.1887	0.6802	1.1509	50.7348	9.6228	7.366	
librairie	N	0.5693	0.3209	0.0	0.5285	19.6975	0.0	2.5142	
libre	A	170.6049	170.9878	124.0911	95.7274	213.642	289.5038	162.6983	
librement	ADV	4.8397	0.5168	6.3523	1.6517	19.6975	0.0	5.7851	
librettiste	N	0.0	0.0	0.231	0.0	0.0	0.0	0.0213	
libéral	A	0.7967	0.0	6.5533	17.5765	14.3534	0.0	8.3052	
libéral	N	0.0	0.0	0.0	0.0	6.1515	0.0	0.1083	
libéralisation	N	0.0	0.0	0.2916	0.0	16.4039	19.4814	2.6774	
libéralisme	N	0.0	0.0	0.0	0.0	8.2019	9.6228	0.7859	
libérateur	N	0.0	0.0	0.4081	0.0	0.0	0.0	0.0376	
libération	N	7.9856	0.6418	13.954	3.0277	21.8856	86.6048	15.6235	
libératoire	A	0.0	0.0	0.0	1.5139	0.0	19.2455	0.4387	
libérer	V	27.8436	8.8003	15.0947	22.2621	36.3023	0.0	19.3943	
libéré	A	0.0	0.0	0.0	0.0	39.2268	48.1138	3.2647	
licence	N	0.0	36.3926	6.9906	0.0	0.0	0.0	9.1831	
licenciement	N	0.0	0.0	0.0	4.7828	0.0	0.0	0.3143	
licencier	V	0.0	0.0	1.7206	0.7062	0.0	0.0	0.7465	
licencieux	A	0.0	0.0	0.0	3.0277	0.0	0.0	0.0691	
licencié	N	0.0	0.0	0.4809	3.0277	0.0	0.0	0.6762	
licencié	A	0.0	0.0	0.0	5.1209	0.0	25.9752	1.0613	
lien	N	3.6868	0.0	33.4349	22.3499	154.9179	173.2095	41.4598	
lier	V	1.3242	31.4533	76.0026	100.5256	203.6498	174.4076	79.1061	
liesse	N	0.0	0.0	1.0854	0.0	0.0	0.0	0.0999	
lieu	N	155.9904	141.48	418.8767	303.1603	345.9012	192.1109	295.9049	
lieue	N	0.0	0.0	12.6557	0.0	4.8126	0.0	3.9364	
lieutenant	V	0.0	0.0	0.2041	0.0	0.0	0.0	0.0188	
lieutenant	N	0.0	0.3469	0.6931	0.0	0.0	0.0	0.5419	
lieux	N	0.0	0.0	0.0	0.0	9.3035	0.0	0.1638	
lifting	N	0.0	0.0	0.0	0.0	9.8488	6.4938	0.7123	
ligne	N	17.8761	33.2146	111.3146	135.8984	179.2453	64.3237	95.8416	
lignée	N	0.0	0.0	0.0	0.0	0.0	9.6228	0.0234	
ligue	N	0.0	0.4071	4.1863	0.0	0.0	0.0	1.7186	
lilas	N	0.0	0.0	0.0	0.0	3.1012	4.1173	0.4592	
lilas	A	0.0	0.0	0.2916	0.0	0.0	0.0	0.0268	
lillois	A	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
lilyan	N	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
lime	N	0.0	1.7346	0.0	0.0	0.0	0.0	0.0876	
limitation	N	0.0	0.2527	0.6228	0.0	2.0505	9.6228	1.6351	
limite	N	0.0	14.8559	16.9334	42.7482	29.1381	47.2681	22.1585	
limite	A	0.0	0.7405	0.0	0.0	0.0	12.9876	0.6566	
limiter	V	1.2205	12.7982	41.9839	42.8567	165.4936	323.1872	58.1309	
limité	A	0.0	0.0	0.0	0.0	4.101	9.6228	0.526	
limonade	N	0.0	0.0	0.0906	0.0	0.0	0.0	0.0083	
limousine	N	0.0	0.0	0.0	0.0	9.3035	0.0	0.1638	
limpide	A	4.9206	0.4304	9.7544	2.3018	0.0	0.0	7.4109	
limpidité	N	0.0	0.0	0.0	0.5755	0.0	0.0	0.0349	
line	X	0.0	0.0	0.7097	0.0	0.0	0.0	0.1048	
linge	N	1.3242	26.9329	7.3153	4.2284	3.2084	0.0	14.1241	
linger	V	0.0	1.1107	0.0	0.0	0.0	0.0	0.0561	
lingerie	N	0.0	0.0	0.0	0.0	6.2023	0.0	0.1092	
linguiste	N	0.0	0.0	0.4732	0.5755	0.0	25.9752	1.0054	
linguistique	N	0.0	0.0	0.0	0.0	0.0	29.8958	0.6854	
linguistique	A	5.4242	4.3374	7.3807	23.2106	0.0	532.2901	27.8285	
linguistiquement	ADV	0.0	0.0	0.2366	0.0	0.0	0.0	0.0349	
lingère	N	0.0	0.0	2.2446	0.0	0.0	0.0	0.2066	
linternaute	N	0.0	0.0	0.0	2.1187	0.0	0.0	0.0484	
linéaire	A	0.0	0.0	0.0	0.0	6.1515	0.0	0.1083	
lion	N	2.39	109.4044	12.2053	0.8949	0.0	0.0	27.8175	
lipide	N	0.0	0.0	0.0	0.0	0.0	28.8683	0.0702	
liposuccion	N	0.0	0.0	0.0	0.0	0.0	6.4938	0.0158	
liqueur	N	0.0	0.0	0.0	0.5755	0.0	0.0	0.0349	
liquide	N	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
liquide	A	0.5025	0.0944	0.0	0.0	88.2831	0.0	6.6319	
liquider	V	0.0	0.0	0.4732	0.0	0.0	0.0	0.0698	
liquéfié	A	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
lire	V	455.2526	312.6925	350.6623	799.4678	260.2664	79.7941	409.7067	
lire	N	0.0	0.0	3.5709	28.5851	3.1012	0.0	5.14	
lis	N	0.0	0.0	0.1815	4.7828	21.7081	0.0	3.0483	
lise	N	0.0	0.0	0.0	0.6707	0.0	0.0	0.0153	
liseré	N	0.0	0.6351	0.2366	1.1509	0.0	0.0	0.8283	
lisibilité	N	0.0	0.0	0.0	0.0	3.2084	0.0	0.0665	
lisible	A	0.0	0.0	0.0	0.0	9.3035	0.0	0.1638	
lisière	N	0.0	0.0	0.0	1.5139	0.0	0.0	0.0346	
lisse	A	0.0	0.7796	0.0	2.4776	0.0	0.0	0.9624	
liste	N	28.6936	19.8815	77.9982	31.9373	57.5361	212.7664	59.8555	
listing	N	0.0	0.0	0.0906	0.0	0.0	28.8683	0.6671	
lit	N	255.1325	308.1726	67.791	145.941	93.8395	9.6228	173.3912	
literie	N	0.0	0.0	0.0	0.0	1.6042	0.0	0.0333	
lithium	N	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
litho	N	0.0	0.0	0.0	0.0	0.0	4.1173	0.0665	
lithuanien	N	0.0	0.0	0.3401	0.0	0.0	0.0	0.0313	
litre	N	25.4136	4.404	0.0818	0.0	3.1012	12.9876	7.1491	
littoral	A	0.0	0.0	0.0	0.5755	0.0	0.0	0.0349	
littoral	N	0.0	3.5373	4.3292	1.5139	0.0	0.0	3.0604	
littéraire	A	0.7967	14.9416	53.7643	32.4631	236.9675	326.5329	64.7588	
littéralement	ADV	0.0	1.931	0.4092	10.6273	2.0505	0.0	3.7008	
littérature	N	67.787	13.1948	12.9854	54.3517	119.561	490.7604	66.7901	
live	A	0.0	0.0	2.4046	1.4125	0.0	0.0	1.5796	
livide	A	0.0	0.0	2.5791	0.0	0.0	0.0	0.4825	
livraison	N	0.0	0.0	2.8761	0.0	9.6252	0.0	2.3328	
livre	N	337.433	330.3721	177.8466	222.5276	348.9093	319.7495	284.8447	
livre - événement	N	0.0	0.0	0.0	0.0	12.4046	0.0	0.2184	
livree	N	0.0	0.2527	0.0	0.0	0.0	0.0	0.0128	
livrel	N	0.0	0.7405	0.0	0.0	0.0	0.0	0.0374	
livrer	V	0.7967	2.229	71.0195	23.9455	107.0474	12.9876	37.6014	
livresque	A	0.0	0.0	0.3618	0.0	0.0	0.0	0.0333	
livret	N	0.0	0.0	3.3982	0.0	0.0	0.0	0.6031	
livret	X	5.829	0.0	0.0	0.0	0.0	0.0	0.4534	
livreur	A	0.0	0.0	0.3618	0.0	0.0	0.0	0.0333	
lièvre	N	0.0	5.3384	2.5602	0.0	0.0	0.0	2.638	
ll	PRO	0.2738	0.0948	0.3014	1.5856	0.0	0.0	2.1246	
lls	PRO	0.0	0.6418	0.0	0.0	0.0	0.0	0.0324	
lnrockuptibles	N	0.5025	0.0	0.0	0.0	0.0	0.0	0.0097	
lobby	N	0.0	0.0	0.0	1.1509	0.0	12.9876	0.6251	
lobbying	N	0.0	0.0	0.1812	0.0	0.0	25.9752	0.9693	
lobotomiser	V	0.0	0.0	0.2076	0.0	0.0	0.0	0.0191	
local	A	20.4187	25.5173	121.0972	16.8351	577.7182	71.4317	114.3415	
local	N	0.0	0.0	11.9862	0.0	99.8622	19.2455	12.5839	
localisation	N	0.0	0.0	0.0	0.0	6.2023	0.0	0.1092	
localiser	V	0.0	0.0	0.0	1.1509	6.2023	6.4938	1.3101	
localité	N	0.0	0.2114	0.7214	0.0	0.0	6.4938	1.2121	
locataire	N	0.4996	0.4879	29.6951	0.0	0.0	0.0	9.182	
locatif	A	0.0	0.0	0.0	0.0	1.6042	0.0	0.0333	
location	N	0.5025	4.8583	14.6814	3.0277	11.2294	0.0	12.1042	
locomotif	A	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
locomotive	N	0.0	0.0	2.673	0.0	0.0	0.0	0.4705	
locuteur	N	0.0	0.0	11.9493	0.0	0.0	9.6228	2.5615	
loden	N	0.0	0.0	0.0	2.3018	0.0	0.0	0.1397	
lodge	N	0.0	0.4879	0.0	0.0	0.0	0.0	0.0246	
loft	N	0.0	0.7581	0.0	0.7062	18.6069	19.2455	3.563	
log	N	0.0	0.0	0.0	3.0277	0.0	0.0	0.0691	
loge	N	0.0	0.0	31.5007	1.0571	6.4168	0.0	9.4886	
logement	N	4.8481	78.1563	194.7072	11.9113	31.3338	9.6228	80.6875	
loger	V	1.005	7.3715	21.2345	1.6517	20.4505	0.0	13.1551	
logiciel	N	5.6959	0.6351	2.7986	4.5416	115.4425	0.0	15.7669	
logique	N	0.0	0.0	6.7847	18.5864	36.2948	9.6228	9.9456	
logique	A	0.5727	0.2117	0.0	5.8607	43.6353	9.6228	5.7973	
logiquement	ADV	0.0	0.0	0.0	1.5139	0.0	0.0	0.0346	
logis	N	1.1385	0.0	0.8162	0.0	0.0	0.0	0.9803	
logistique	N	0.0	0.2439	0.4809	0.0	0.0	0.0	0.4978	
logos	N	0.0	0.2117	0.0	0.0	0.0	0.0	0.0107	
loi	N	18.3256	34.2291	271.8374	133.2919	236.8317	9.6228	138.2293	
loi	DET	0.0	0.0	1.809	0.0	0.0	0.0	0.1665	
loin	ADV	239.4059	236.4659	201.9554	107.8385	202.0854	9.6228	201.0241	
loin	N	0.0	0.0	0.2366	0.0	0.0	0.0	0.0349	
loin	PREP	0.0	0.331	3.513	0.0	0.0	0.0	1.9359	
loin de	PREP	48.6503	19.6457	128.4453	39.6068	64.1923	165.0698	77.0056	
loin de ici	PREP	33.9923	0.0	0.0	0.0	0.0	0.0	3.049	
loin de là	ADV	0.0	0.0	1.9564	0.0	6.2023	0.0	1.075	
loin du	PREP	0.0	5.7897	7.4137	4.8162	2.0505	0.0	6.2871	
loin du lieu du	PREP	0.0	0.3918	0.0	0.5285	0.0	0.0	0.4018	
lointain	N	0.0	0.6418	2.2528	3.0277	3.2084	0.0	3.0855	
lointain	A	13.8135	3.3162	20.1821	12.133	19.6975	6.4938	16.6325	
loisir	N	0.0	0.1103	7.1116	0.5755	0.0	71.4317	5.18	
loisir - passion	N	1.5912	0.0	0.0	0.0	0.0	0.0	0.0307	
loisirs	N	30.0655	38.9358	70.7984	22.9788	26.9096	12.9876	45.8857	
londonien	A	0.0	0.0	0.7236	0.0	9.3035	0.0	0.9435	
long	A	303.3651	365.8743	369.2214	460.5422	177.7354	90.1717	352.4572	
long	DET	0.0	0.0	0.0	2.6847	0.0	0.0	0.0613	
long	N	25.6821	5.001	24.4509	29.9259	9.3035	0.0	22.6352	
long - courrier	N	0.0	0.0	0.0	0.0	3.1012	0.0	0.0546	
longer	V	0.0	0.0	1.6107	0.0	12.4046	0.0	1.4344	
longiligne	A	0.0	0.0	0.0	0.5285	0.0	0.0	0.0121	
longtemps	ADV	162.4332	343.3804	274.7926	368.0484	432.8271	334.9777	322.0396	
longuement	ADV	0.0	15.441	10.4245	15.3107	18.6069	0.0	13.4606	
longueur	N	0.0	0.0	0.0	33.8969	119.8754	12.352	13.9163	
longévité	N	0.0	0.0	0.0	0.0	1.6042	0.0	0.0333	
look	N	0.4068	0.0	10.8657	0.0	0.0	0.0	2.9336	
loquace	A	0.0	0.0	0.0	0.0	4.101	0.0	0.0722	
loque	N	0.0	0.0	0.0	0.0	1.6042	0.0	0.0333	
lord	N	0.0	0.0	3.673	0.0	0.0	0.0	0.3381	
lorgner	V	0.5025	0.0	0.8162	0.0	0.0	0.0	0.758	
lorque	CONJS	0.0	0.0	0.4732	0.0	0.0	0.0	0.0698	
lorrain	N	0.7967	0.0	0.0	0.0	0.0	0.0	0.0153	
lorrain	A	0.0	0.0	0.6802	0.0	0.0	0.0	0.0626	
lors	PREP	0.0	2.2462	3.7292	13.8842	0.0	9.6228	6.087	
